AccessionVersion	TaxSuperkingdom	TaxPhylum	TaxClass	TaxOrder	TaxFamily	TaxGenus	TaxSpecies	Topology	MOB_60	MPF	PFinder_80	CARD_80	Filtered	Size	PTU_Curated	HRange_Curated	CComp	BlockCC_old	BlockCC4_old	sHSBM_old	PTU_sHSBM_old	BlockCC	BlockCC4	sHSBM	PTU_sHSBM	HRange
NC_009602.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	circular	MOBF	typeF	IncFIA;IncFIB(AP001918);IncFIB(AP001918);IncFII	-	No	121239	PTU-E5	-	1	1_0_5_9_11_21_13_28_8_174_275_0	-	-	-	0_4_6_5_14_7_13_111_53_0	0_4_6_5_14_7_13_111_53_0	0_4_6_5_14_7_13_111_53_0	PTU-E5	I
NC_010076.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	circular	-	-	-	-	No	127923	-	-	28	-	-	-	-	0_4_5_3_16_24_61_163_158_0	-	-	-	-
NC_010111.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	MOBP	-	rep7	Staphylococcus	No	4555	PTU-Bac15	III	1	1_5_0_4_4_9_28_9_83_186_198_0	1_5_0_4_4_9_28_9_83_186_198_0	1_5_0_4_4_9_28_9_83_186_198_0	PTU-Bac15	0_4_5_3_16_24_61_163_55_0	0_4_5_3_16_24_61_163_55_0	0_4_5_3_16_24_61_163_55_0	PTU-Bac15	III
NC_007772.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	circular	MOBM	-	-	-	No	70480	PTU-Clo1	I	29	1_5_0_4_4_6_2_0_67_12_537_0	1_5_0_4_4_6_2_0_67_12_537_0	1_5_0_4_4_6_2_0_67_12_537_0	PTU-Clo1	0_4_5_3_10_16_63_55_292_0	0_4_5_3_10_16_63_55_292_0	0_4_5_3_10_16_63_55_292_0	PTU-Clo1	II
NC_006828.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	[Haemophilus] parasuis	circular	MOBP	-	-	tet(B)	No	5147	-	-	1	1_5_6_10_3_16_25_27_45_144_46_0	-	-	-	0_4_5_9_4_18_70_10_32_0	-	-	-	-
NC_006829.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	[Haemophilus] parasuis	circular	-	-	-	-	No	9462	-	-	30	-	-	-	-	0_4_6_5_17_9_2_27_422_0	-	-	-	-
NC_007928.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	-	-	rep21	-	No	2756	PTU-Bac16	III	1	1_5_6_10_5_12_0_39_44_10_274_0	1_5_6_10_5_12_0_39_44_10_274_0	1_5_6_10_5_12_0_39_24_133_259_0	PTU-Bac16_1	0_4_5_9_4_18_49_51_59_0	0_4_5_9_4_18_49_51_59_0	0_4_5_9_4_18_49_173_177_0	PTU-Bac42	I
NC_007931.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	-	-	rep16;rep19	PC1;qacA	No	22787	-	-	1	1_5_6_10_5_12_0_39_24_134_48_0	1_5_6_10_5_12_0_39_24_134_48_0	1_5_6_10_5_12_0_39_24_134_48_0	PTU-Bac17	0_4_5_9_4_18_49_108_104_0	0_4_5_9_4_18_49_108_104_0	0_4_5_9_4_18_49_108_104_0	PTU-Bac17	I
NC_005018.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	circular	-	-	ColRNAI	-	No	4196	-	-	1	1_0_5_9_7_10_24_22_15_152_25_0	1_0_5_9_7_10_24_22_15_152_25_0	1_0_5_9_7_10_24_22_15_152_25_0	PTU-25_0	0_4_6_5_17_9_16_165_406_0	0_4_6_5_17_9_16_165_406_0	0_4_6_5_17_9_16_165_406_0	PTU-E58	III
NC_002144.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	circular	-	-	Col(YC)	-	No	5919	-	-	31	-	-	-	-	0_4_5_9_4_18_70_10_32_1	-	-	-	-
NC_002096.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	linear	MOBV	-	rep7	Staphylococcus	No	4118	-	-	1	1_5_0_4_4_9_28_9_83_186_198_0	1_5_0_4_4_9_28_9_83_186_198_0	1_5_0_4_4_9_28_9_83_186_198_0	PTU-Bac15	0_4_5_3_16_24_61_163_296_0	-	-	-	-
NC_005020.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	-	-	rep21	-	No	2979	PTU-Bac16	III	1	1_5_6_10_5_12_0_39_44_10_224_0	1_5_6_10_5_12_0_39_44_10_224_0	1_5_6_10_5_12_0_39_44_10_224_0	PTU-Bac16	0_4_5_9_4_18_49_51_83_0	0_4_5_9_4_18_49_51_83_0	0_4_5_9_4_18_49_51_83_0	PTU-Bac16	III
NC_002635.1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	circular	MOBQ	-	-	-	No	3625	PTU-Bif2	II	10	1_0_5_9_7_3_17_26_58_93_296_0	1_0_5_9_7_3_17_26_58_93_296_0	1_0_5_9_7_3_17_26_58_93_296_0	PTU-Bif2	0_4_5_9_15_15_66_174_13_0	0_4_5_9_15_15_66_174_13_0	0_4_5_9_15_15_66_174_13_0	PTU-Bif2	II
NC_006843.1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	circular	MOBQ	-	-	-	No	3624	PTU-Bif2	II	10	1_0_5_9_7_3_17_26_58_93_296_0	1_0_5_9_7_3_17_26_58_93_296_0	1_0_5_9_7_3_17_26_58_93_296_0	PTU-Bif2	0_4_5_9_15_15_66_174_13_0	0_4_5_9_15_15_66_174_13_0	0_4_5_9_15_15_66_174_13_0	PTU-Bif2	II
NC_001767.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	MOBV	-	rep7	tet(K)	No	4439	PTU-Bac21	II	1	1_5_6_10_5_12_0_15_66_31_50_0	1_5_6_10_5_12_0_15_66_31_50_0	1_5_6_10_5_12_0_15_66_31_50_0	PTU-Bac21	0_4_5_9_4_18_27_4_196_0	0_4_5_9_4_18_27_4_196_0	0_4_5_9_4_18_27_4_196_0	PTU-Bac21	II
NC_005015.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	circular	-	-	ColRNAI	CTX-M-17	No	7086	-	-	1	1_0_5_5_6_20_16_31_19_3_250_0	-	-	-	0_4_6_5_7_3_59_53_64_0	-	-	-	-
NC_005567.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	circular	-	-	-	-	No	11365	PTU-Bac13	I	32	1_0_5_9_7_3_9_37_80_162_43_0	1_0_5_9_7_3_9_37_80_162_43_0	1_0_5_9_7_3_9_37_80_162_43_0	PTU-Bac13	0_4_5_3_16_24_57_11_65_0	0_4_5_3_16_24_57_11_65_0	0_4_5_3_16_24_57_11_65_0	PTU-Bac13	I
NC_001277.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	circular	MOBP	-	-	-	No	19515	-	-	33	-	-	-	-	0_5_1_11_2_20_1_67_481_1	-	-	-	-
NC_007100.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	circular	MOBP	-	IncP6	AAC(3)-Ia;AAC(6')-Ib7;aadA5;qacEdelta1;sul1	No	57121	-	-	34	-	-	-	-	0_4_5_9_15_15_11_175_86_1	-	-	-	-
NC_008356.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	circular	-	-	rep21	lnuA	No	2546	PTU-Bac16	III	1	1_5_6_10_5_12_0_39_44_10_366_0	1_5_6_10_5_12_0_39_44_10_366_0	1_5_6_10_5_12_0_39_44_10_224_0	PTU-Bac16	0_4_5_9_4_18_49_52_199_0	0_4_5_9_4_18_49_52_199_0	0_4_5_9_4_18_49_51_83_0	PTU-Bac16	III
NC_008487.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	circular	MOBQ	-	Col8282	-	No	4091	PTU-E10	III	35	1_5_6_10_3_16_25_41_72_29_53_0	1_5_6_10_3_16_25_41_72_29_53_0	1_5_6_10_3_16_25_41_72_29_53_0	PTU-E10	0_4_5_3_10_2_41_115_220_0	0_4_5_3_10_2_41_115_220_0	0_4_5_3_10_2_41_115_220_0	PTU-E10	III
NC_008488.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	circular	MOBP	-	ColRNAI	-	No	5219	PTU-E1	III	1	1_0_5_5_6_17_15_45_42_8_41_0	1_0_5_5_6_17_15_45_42_8_41_0	1_0_5_5_6_17_15_45_42_188_116_0	PTU-E1	0_4_6_5_17_9_14_73_266_0	0_4_6_5_17_9_14_73_266_0	0_4_6_5_17_9_14_159_260_0	PTU-E1	III
NC_008489.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	circular	MOBQ	-	Col156	-	No	7462	PTU-E7	III	1	1_0_5_5_6_17_15_12_70_19_55_0	1_0_5_5_6_17_15_12_70_19_55_0	1_0_5_5_6_17_15_12_70_19_55_0	PTU-E7	0_4_6_5_14_26_40_147_159_0	0_4_6_5_14_26_40_147_159_0	0_4_6_5_14_26_40_147_159_0	PTU-E7	III
NC_004981.2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	circular	-	-	-	-	No	2047	-	-	36	-	-	-	-	0_5_1_11_2_20_69_123_198_1	-	-	-	-
NC_008597.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	circular	-	-	-	APH(3'')-Ib;APH(6)-Id;sul2	No	6222	-	-	1	1_0_5_5_6_20_8_40_65_59_11_0	1_0_5_5_6_20_8_40_65_59_11_0	1_0_5_5_6_20_8_40_65_59_11_0	PTU-11_0	0_4_6_5_7_3_29_166_14_0	0_4_6_5_7_3_29_166_14_0	0_4_6_5_7_3_29_166_14_0	PTU-E63	I
NC_004988.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella burgdorferi	linear	-	-	-	-	No	16933	-	-	37	1_5_6_3_10_5_18_1_28_127_56_0	1_5_6_3_10_5_18_1_28_127_56_0	1_5_6_3_10_5_18_1_28_127_56_0	PTU-56_0	0_5_1_6_0_30_32_102_71_0	0_5_1_6_0_30_32_102_71_0	0_5_1_6_0_30_32_102_71_0	NAS_14	I
NC_005243.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	MOBP	-	rep7	Enterococcus	No	4608	-	-	1	1_5_0_4_4_9_28_9_83_186_198_0	1_5_0_4_4_9_28_9_83_186_198_0	1_5_0_4_4_9_28_9_83_186_198_0	PTU-Bac15	0_4_5_3_16_24_61_163_55_0	0_4_5_3_16_24_61_163_55_0	0_4_5_3_16_24_61_163_55_0	PTU-Bac15	III
NC_005564.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	MOBP	-	rep7	-	No	4397	PTU-Bac15	III	1	1_5_0_4_4_9_28_9_83_186_198_0	1_5_0_4_4_9_28_9_83_186_198_0	1_5_0_4_4_9_28_9_83_186_198_0	PTU-Bac15	0_4_5_3_16_24_61_163_55_0	0_4_5_3_16_24_61_163_55_0	0_4_5_3_16_24_61_163_55_0	PTU-Bac15	III
NC_002757.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	circular	MOBC	-	-	-	No	5640	PTU-Lab3	I	4	1_0_5_9_7_3_9_37_50_117_328_0	1_0_5_9_7_3_9_37_50_117_328_0	1_0_5_9_7_3_9_37_50_117_328_0	PTU-Lab3	0_5_1_11_11_23_30_187_726_0	0_5_1_11_11_23_30_187_726_0	0_5_1_11_11_23_30_187_726_0	PTU-Lab3	I
NC_005000.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	circular	-	-	rep17;rep7	APH(3')-IIIa;Enterococcus;ErmB;SAT-4;aad(6)	No	24873	-	-	1	1_5_6_10_3_16_25_27_85_192_229_0	-	-	-	0_4_5_9_15_12_43_90_33_0	0_4_5_9_15_12_43_90_33_0	0_4_5_9_15_12_43_90_33_0	PTU-Lab15	I
NC_002013.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	-	-	rep13	Lactobacillus	No	2910	PTU-Bac19	II	1	1_5_6_10_5_12_0_15_38_125_487_0	1_5_6_10_5_12_0_15_38_125_487_0	1_5_6_10_5_12_0_15_38_125_333_0	PTU-Bac19	0_4_5_9_4_18_27_135_28_0	0_4_5_9_4_18_27_135_28_0	0_4_5_9_4_18_27_135_169_0	PTU-Bac19	II
NC_008768.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	circular	-	-	rep2;repUS1	vanA;vanHA;vanRA;vanSA;vanXA;vanYA;vanZA	No	39626	-	-	1	1_5_0_4_4_9_28_14_76_121_124_0	1_5_0_4_4_9_28_14_76_121_124_0	1_5_0_4_4_9_28_14_76_121_124_0	PTU-124_0	0_4_5_9_4_18_70_94_281_0	0_4_5_9_4_18_70_94_281_0	0_4_5_9_4_18_70_94_281_0	PTU-Lab49	I
NC_010113.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. 0908	circular	-	-	-	-	No	81413	-	-	38	-	-	-	-	0_4_5_3_16_24_61_163_158_1	-	-	-	-
NC_010114.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. 09022	circular	-	-	-	-	No	31036	-	-	39	-	-	-	-	0_4_5_3_16_14_15_127_246_0	-	-	-	-
NC_010177.2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	circular	-	-	-	-	No	2446	-	-	32	1_0_5_9_7_3_9_37_80_162_43_0	1_0_5_9_7_3_9_37_80_162_43_0	1_0_5_9_7_3_9_37_80_162_43_0	PTU-Bac13	0_4_5_3_16_24_57_11_566_0	0_4_5_3_16_24_57_11_566_0	0_4_5_3_16_24_57_11_566_0	PTU-Bac14	VI
NC_003265.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	-	-	repUS5	-	No	38211	-	-	40	-	-	-	-	0_5_1_11_2_20_69_128_382_0	-	-	-	-
NC_010230.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes	circular	-	-	-	-	No	3041	-	-	41	-	-	-	-	0_5_1_11_2_20_69_123_353_0	-	-	-	-
NC_010262.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	MOBV	-	rep7	tet(K)	No	4442	PTU-Bac21	II	1	1_5_6_10_5_12_0_15_66_31_50_0	1_5_6_10_5_12_0_15_66_31_50_0	1_5_6_10_5_12_0_15_66_31_50_0	PTU-Bac21	0_4_5_9_4_18_27_4_196_0	0_4_5_9_4_18_27_4_196_0	0_4_5_9_4_18_27_4_196_0	PTU-Bac21	II
NC_010260.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae	circular	-	-	-	-	No	3043	-	-	41	-	-	-	-	0_5_1_11_2_20_69_123_353_0	-	-	-	-
NC_010330.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	circular	-	-	rep14	-	No	6038	PTU-Lab37	I	1	1_5_6_10_3_16_25_27_85_35_196_0	1_5_6_10_3_16_25_27_85_35_196_0	1_5_6_10_3_16_25_27_85_35_196_0	PTU-Lab37	0_4_5_9_15_12_43_90_489_0	0_4_5_9_15_12_43_90_489_0	0_4_5_9_15_12_43_90_489_0	PTU-Lab37	II
NC_007190.1	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus thermophilus	circular	-	-	-	-	No	10402	-	-	42	-	-	-	-	0_5_1_6_5_25_5_81_341_0	-	-	-	-
NC_004429.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	circular	-	-	ColE10	APH(3')-Ia;catI;tet(C)	No	6349	-	-	43	-	-	-	-	0_4_5_3_10_16_60_8_224_0	-	-	-	-
NC_007203.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	circular	-	-	-	-	No	6909	PTU-Bac23	I	44	1_0_5_9_7_3_9_37_80_97_61_0	1_0_5_9_7_3_9_37_80_97_61_0	1_0_5_9_7_3_9_37_80_97_61_0	PTU-Bac23	0_5_1_11_2_20_69_140_127_0	0_5_1_11_2_20_69_140_127_0	0_5_1_11_2_20_69_140_127_0	PTU-Bac23	I
NC_002773.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	circular	-	-	-	-	No	3179	-	-	1	1_0_5_9_7_10_24_22_15_152_25_0	1_0_5_9_7_10_24_22_15_152_25_0	1_0_5_9_7_10_24_22_15_152_25_0	PTU-25_0	0_4_6_5_17_9_16_165_406_0	0_4_6_5_17_9_16_165_406_0	0_4_6_5_17_9_16_165_406_0	PTU-E58	III
NC_010378.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	circular	MOBP	typeT	IncX1	TEM-181;oqxA;oqxB	No	51602	PTU-X1	III	1	1_0_5_9_11_21_29_8_46_168_524_0	1_0_5_9_11_21_29_8_46_168_524_0	1_0_5_9_11_21_29_8_46_168_108_0	PTU-X1	0_4_6_5_14_26_64_64_80_0	0_4_6_5_14_26_64_64_80_0	0_4_6_5_14_26_64_64_80_0	PTU-X1	III
NC_010409.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	circular	MOBF	typeF	IncFIB(AP001918);IncFIC(FII)	-	No	151002	PTU-FE	-	1	1_0_5_9_11_21_13_19_36_124_85_0	1_0_5_9_11_21_13_19_36_124_85_0	1_0_5_9_11_21_13_19_36_124_115_0	PTU-FE	0_4_6_5_14_7_13_30_112_0	0_4_6_5_14_7_13_30_112_0	0_4_6_5_14_7_13_158_138_0	PTU-FE	III
NC_010481.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	circular	-	-	-	OXA-58;mphE;msrE	No	29823	-	-	45	1_5_6_3_10_0_12_4_12_51_509_0	-	-	-	0_4_5_3_10_2_52_122_655_0	-	-	-	-
NC_010426.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	-	-	rep13	Lactobacillus	No	2909	PTU-Bac19	II	1	1_5_6_10_5_12_0_15_38_125_487_0	1_5_6_10_5_12_0_15_38_125_487_0	1_5_6_10_5_12_0_15_38_125_333_0	PTU-Bac19	0_4_5_9_4_18_27_135_28_0	0_4_5_9_4_18_27_135_28_0	0_4_5_9_4_18_27_135_169_0	PTU-Bac19	II
NC_010427.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	-	-	rep13	Lactobacillus	No	2907	PTU-Bac19	II	1	1_5_6_10_5_12_0_15_38_125_487_0	1_5_6_10_5_12_0_15_38_125_487_0	1_5_6_10_5_12_0_15_38_125_333_0	PTU-Bac19	0_4_5_9_4_18_27_135_28_0	0_4_5_9_4_18_27_135_28_0	0_4_5_9_4_18_27_135_169_0	PTU-Bac19	II
NC_009781.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	circular	MOBQ	-	Col156	-	No	5146	PTU-E7	III	1	1_0_5_5_6_17_15_12_70_19_55_0	1_0_5_5_6_17_15_12_70_19_55_0	1_0_5_5_6_17_15_12_70_19_55_0	PTU-E7	0_4_6_5_14_26_40_147_159_0	0_4_6_5_14_26_40_147_159_0	0_4_6_5_14_26_40_147_159_0	PTU-E7	III
NC_002147.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	circular	MOBP;MOBQ	typeT	-	-	No	206479	PTU-Rhi10	II	46	1_0_5_9_7_3_17_42_87_39_0_0	1_0_5_9_7_3_17_42_87_39_0_0	1_0_5_9_7_3_17_42_87_39_0_0	PTU-Rhi10	0_5_1_6_5_25_5_137_471_0	0_5_1_6_5_25_5_137_471_0	0_5_1_6_5_25_5_137_471_0	PTU-Rhi10	II
NC_010021.1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis	circular	MOBV	-	-	-	No	2749	-	-	47	-	-	-	-	0_5_1_11_11_23_6_126_747_0	-	-	-	-
NC_010077.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	-	-	rep16;rep19;rep20	-	No	34986	-	-	1	1_5_6_10_5_12_0_15_66_31_28_0	1_5_6_10_5_12_0_15_66_31_28_0	1_5_6_10_5_12_0_15_66_31_28_0	PTU-Bac22	0_4_5_9_4_18_49_173_286_0	0_4_5_9_4_18_49_173_286_0	0_4_5_9_4_18_49_173_286_0	PTU-Bac22	II
NC_010099.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia	circular	-	-	-	-	No	1641	-	-	48	-	-	-	-	0_4_5_3_16_24_61_163_644_0	-	-	-	-
NC_003099.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni	circular	MOBV	-	-	-	No	3948	-	-	49	-	-	-	-	0_5_1_11_2_20_69_128_797_0	-	-	-	-
NC_008821.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	circular	-	-	rep2;repUS1	vanA;vanHA;vanRA;vanSA;vanXA;vanYA;vanZA	No	39714	-	-	1	1_5_0_4_4_9_28_14_76_121_124_0	1_5_0_4_4_9_28_14_76_121_124_0	1_5_0_4_4_9_28_14_76_121_124_0	PTU-124_0	0_4_5_9_4_18_70_94_281_0	0_4_5_9_4_18_70_94_281_0	0_4_5_9_4_18_70_94_281_0	PTU-Lab49	I
NC_001399.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	circular	-	-	-	-	No	6633	-	-	50	-	-	-	-	0_4_5_3_16_14_44_133_578_0	-	-	-	-
NC_005570.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia enterocolitica	circular	-	-	-	-	No	2682	-	-	1	1_0_5_5_6_17_3_46_26_149_114_0	-	-	-	0_4_6_5_17_21_45_98_147_0	-	-	-	-
NC_006868.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida	circular	MOBP	-	-	aadA14	No	5198	PTU-Pas1	III	1	1_5_6_10_3_16_25_27_45_144_120_0	1_5_6_10_3_16_25_27_45_144_120_0	1_5_6_10_3_16_25_27_45_144_120_0	PTU-Pas1	0_4_5_9_4_18_70_10_8_0	0_4_5_9_4_18_70_10_8_0	0_4_5_9_4_18_70_10_8_0	PTU-Pas4	III
NC_006904.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni	circular	MOBV	-	-	-	No	3926	-	-	49	-	-	-	-	0_5_1_11_2_20_69_128_797_0	-	-	-	-
NC_001272.2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	circular	MOBV	-	-	-	No	6578	-	-	44	1_0_5_9_7_3_9_37_80_97_61_0	1_0_5_9_7_3_9_37_80_97_61_0	1_0_5_9_7_3_9_37_80_97_61_0	PTU-Bac23	0_5_1_11_2_20_69_140_127_0	0_5_1_11_2_20_69_140_127_0	0_5_1_11_2_20_69_140_127_0	PTU-Bac23	I
NC_006399.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	circular	MOBV	-	-	-	No	2899	PTU-Lab29	IV	51	1_5_6_10_3_16_25_41_57_104_302_0	1_5_6_10_3_16_25_41_57_104_302_0	1_5_6_10_3_16_25_41_57_104_302_0	PTU-Lab29	0_5_1_11_2_27_54_96_261_1	0_5_1_11_2_27_54_96_261_1	0_5_1_11_2_27_54_96_261_1	PTU-Lab29	IV
NC_010616.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	-	-	rep13	-	No	2916	PTU-Bac19	II	1	1_5_6_10_5_12_0_15_38_125_68_0	1_5_6_10_5_12_0_15_38_125_68_0	1_5_6_10_5_12_0_15_38_125_333_0	PTU-Bac19	0_4_5_9_4_18_27_135_169_0	0_4_5_9_4_18_27_135_169_0	0_4_5_9_4_18_27_135_169_0	PTU-Bac19	II
NC_010684.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	-	-	rep21	lnuA	No	2531	PTU-Bac16	III	1	1_5_6_10_5_12_0_39_44_10_366_0	1_5_6_10_5_12_0_39_44_10_366_0	1_5_6_10_5_12_0_39_44_10_224_0	PTU-Bac16	0_4_5_9_4_18_49_52_199_0	0_4_5_9_4_18_49_52_199_0	0_4_5_9_4_18_49_51_83_0	PTU-Bac16	III
NC_010685.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	circular	-	-	rep10	ErmC	No	2473	PTU-Bac20	V	1	1_5_6_10_5_12_0_15_66_129_7_0	1_5_6_10_5_12_0_15_66_129_7_0	1_5_6_10_5_12_0_15_66_129_172_0	PTU-Bac20	0_4_5_9_4_18_27_31_41_0	0_4_5_9_4_18_27_31_41_0	0_4_5_9_4_18_27_31_130_0	PTU-Bac20	IV
